id,Area,JanEff,FebEff,MarEff,AprEff,MayEff,JunEff,JulEff,AugEff,SepEff,OctEff,NovEff,DecEff,TotalEffor,Elevmean,RiverDist,RoadDist,VillDist,Ruggmean
115,Ebo,0,0,0,0,0,0,305.6453023,0,0,0,0,0,305.6453023,132.0814394,134.1981654,307.2585443,1689.838308,9.773051762
116,Ebo,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,125.3930211,206.8202132,37.16823772,785.1218325,7.91289236
117,Ebo,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,122.0814394,406.4105687,170.9707339,614.2304753,9.738456413
118,Ebo,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,128.8962351,576.7637017,614.7058222,1462.238647,7.385906596
119,Ebo,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,134.9308712,1567.818392,976.9422688,2428.786661,10.96655282
120,Ebo,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,130.8466483,2062.358616,1626.579578,3414.654804,9.297104146
121,Ebo,0,0,0,0,0,0,633.6444854,0,0,0,0,0,633.6444854,111.4232955,1359.193257,2346.926367,4406.895757,6.945893565
264,Ebo,0,0,0,0,0,0,8.829704617,0,0,0,0,0,8.829704617,134.4176136,584.9296508,283.2768014,1323.428193,9.720371202
265,Ebo,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,124.2753906,787.5992417,98.00637706,2195.4554,8.747466285
266,Ebo,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,119.2339015,177.6235309,1033.455085,1606.513989,6.940769835
267,Ebo,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,113.9257813,370.6203532,564.5930242,1530.277747,6.923650715
268,Ebo,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,114.7594697,462.6288931,67.90251199,2025.490747,7.413718149
269,Ebo,0,0,0,0,0,0,3245.644571,0,0,0,0,0,3245.644571,110.8349609,1354.171181,673.3526499,2804.18893,7.655015413
270,Ebo,0,0,0,0,0,0,2379.191353,0,0,0,0,0,2379.191353,116.4232955,1970.318867,1620.066637,3691.116137,9.624118784
271,Ebo,0,0,0,0,0,0,1314.12185,0,0,0,0,0,1314.12185,110.3720703,1552.125049,2603.883071,4624.413598,7.808008818
413,Ebo,0,0,0,0,0,0,635.9694325,0,0,0,0,0,635.9694325,118.8854167,763.7306935,24.8906252,403.8296241,9.458600981
414,Ebo,0,0,0,0,0,0,4030.047573,0,0,0,0,0,4030.047573,116.4848485,20.35235642,493.1354947,1220.6551,7.161860118
415,Ebo,0,0,0,0,0,0,2781.58411,0,0,0,0,0,2781.58411,116.9185606,356.4948887,703.4507382,2194.748136,7.565140067
416,Ebo,0,0,0,0,0,0,200.7081791,0,0,0,0,0,200.7081791,107.0330579,533.84839,1393.544987,2558.389748,8.3320952
417,Ebo,0,0,0,0,0,0,29.95241442,0,0,0,0,0,29.95241442,100.0445076,101.6238546,1362.647485,2511.219005,7.830350331
418,Ebo,0,0,0,0,0,0,1932.717815,0,0,0,0,0,1932.717815,99.62075298,343.818197,375.8385988,2840.261198,7.643787874
419,Ebo,0,0,0,0,0,0,3127.261004,0,0,0,0,0,3127.261004,99.30208333,1029.389547,591.3397238,3439.178166,6.587232162
420,Ebo,0,0,0,0,0,0,2355.186455,0,0,0,0,0,2355.186455,100.5684114,1020.346201,1499.369999,4193.901435,7.732479623
421,Ebo,0,0,0,0,0,0,1656.234064,0,0,0,0,0,1656.234064,95.56155303,616.6751715,2417.564034,5034.84578,8.358671003
540,Makombe,0,0,0,0,0,0,0,0,0,0,245.2230635,0,245.2230635,138.8525391,38.41005604,6938.687717,9047.605032,18.36257731
541,Makombe,0,0,0,0,0,0,0,0,0,0,1604.070098,0,1604.070098,142.2138672,26.40595169,6373.147555,9393.842612,20.44266541
542,Makombe,0,0,0,0,0,0,0,0,0,0,2615.733531,0,2615.733531,141.0842803,38.61455564,5923.565842,9830.025496,17.91028595
543,Makombe,3897.344101,0,0,0,0,0,0,0,0,0,1265.995298,0,5163.339399,131.1923828,43.77240348,5615.182328,9599.193731,21.62613691
544,Makombe,1240.001836,0,0,0,0,0,0,0,0,0,0,0,1240.001836,140.7604167,413.40111,5462.580062,8881.788513,14.14449839
545,Makombe,3847.874416,0,0,0,0,0,0,0,0,0,0,0,3847.874416,140.4189453,746.7587978,5485.361158,8223.613202,14.23322051
561,Ebo,0,0,0,0,0,0,389.9483921,0,0,0,0,0,389.9483921,128.9501953,1254.9787,79.48407246,2290.802052,7.298640643
562,Ebo,0,0,0,0,0,0,884.7234388,0,0,0,0,0,884.7234388,123.9848485,1570.161024,478.8400956,1604.585475,7.642154754
563,Ebo,0,0,0,0,0,0,3618.062798,0,0,0,0,0,3618.062798,120.8818359,1067.505779,404.255165,1378.990593,7.767592052
564,Ebo,0,0,0,0,0,0,5003.964561,0,0,0,0,0,5003.964561,119.0274621,603.9241446,1087.240885,1796.812612,8.651235365
565,Ebo,0,0,0,0,0,0,3950.39138,0,0,0,0,0,3950.39138,112.3515625,551.6886035,1623.579262,2560.362488,7.432541085
569,Ebo,0,0,0,0,0,0,450.7647355,0,0,0,0,0,450.7647355,97.96289063,69.73740368,200.6753213,4218.105898,15.81517909
570,Ebo,0,0,0,0,0,0,1833.079342,0,0,0,0,0,1833.079342,96.81060606,20.8084942,1191.809266,4853.172174,14.43025935
571,Ebo,0,0,0,0,0,0,59.77747949,0,0,0,0,0,59.77747949,89.06933594,51.64662159,2187.486614,5595.904121,12.54170707
690,Makombe,0,0,0,0,0,0,0,0,0,0,350.5015185,0,350.5015185,174.157197,226.4306876,6180.441827,10006.72217,15.13071388
691,Makombe,0,0,0,0,0,0,0,0,0,0,2818.893046,0,2818.893046,176.0880682,965.1963588,5538.003585,10320.83382,12.57029391
692,Makombe,1341.913593,0,0,0,0,0,0,0,0,0,2447.898484,0,3789.812077,145.9008264,951.790909,5014.090768,9774.806683,13.32962135
693,Makombe,3855.178045,0,0,0,0,0,0,0,0,0,1560.156337,0,5415.334383,155.594697,788.6688916,4648.949211,8960.384623,16.05483007
694,Makombe,1802.366578,0,0,0,0,0,0,0,0,0,1458.816883,0,3261.183461,172.9265381,1094.994478,4465.026636,8187.193628,13.10368575
695,Makombe,2956.945268,0,0,0,0,0,0,0,0,0,1072.737842,0,4029.68311,154.5085227,255.8228092,4491.228449,7468.051045,23.51358113
710,Ebo,0,0,0,0,0,0,1188.449596,0,0,0,0,0,1188.449596,120.8145087,154.1734224,252.5361182,3695.861229,10.72658643
711,Ebo,0,0,0,0,0,0,3893.567712,0,0,0,0,0,3893.567712,116.5577652,415.7682861,847.5778168,2997.717587,8.080396468
712,Ebo,0,0,0,0,0,0,5949.618705,0,0,0,0,0,5949.618705,112.7814509,643.6042733,1298.999577,2512.614423,7.951780289
713,Ebo,0,0,0,0,0,0,9382.254878,0,0,0,0,0,9382.254878,107.8967803,357.9537386,1404.178395,2374.900365,12.10547502
714,Ebo,0,0,0,0,0,0,4780.339095,0,0,0,0,0,4780.339095,108.2222222,74.68082358,1729.273682,2639.521217,14.20289644
715,Ebo,0,0,0,0,906.70201,0,2137.692935,0,0,0,0,0,3044.394945,121.09375,49.01071048,2451.337996,3208.425277,16.31625766
716,Ebo,0,0,0,0,775.1678566,0,0,0,0,0,0,0,775.1678566,164.3076217,248.3221709,2815.158232,3952.330106,28.51972718
717,Ebo,0,0,0,0,1410.560092,0,0,0,0,0,0,0,1410.560092,170.0681818,421.1695033,1868.540011,4498.351109,25.20837857
718,Ebo,0,0,0,0,713.396585,0,0,0,0,0,0,0,713.396585,183.6225895,525.0700592,1028.478332,4689.992056,25.9039682
837,Makombe,0,0,0,0,0,0,0,0,0,0,2249.703227,0,2249.703227,195.2320076,466.0878461,4550.693447,7021.291182,18.75224432
838,Makombe,0,0,0,0,0,0,0,0,0,0,2173.239456,0,2173.239456,220.9765625,889.6761829,5462.750555,7980.017009,17.67767477
839,Makombe,2978.102016,0,0,0,0,0,0,0,0,0,1948.329696,0,4926.431712,156.2689394,671.1042444,6307.036753,8947.782578,20.21855207
840,Makombe,2435.21943,0,0,0,0,0,0,0,0,0,1218.912151,0,3654.13158,162.4951172,301.3703766,5500.030466,9921.943089,14.66793525
841,Makombe,3830.279641,0,0,0,0,0,0,0,0,0,3682.77349,0,7513.053131,170.7978516,1237.873811,4766.755464,10146.3871,12.271335
842,Makombe,3834.609974,0,0,0,0,0,0,0,0,0,7615.511794,0,11450.12177,167.561553,1905.469062,4146.514221,9256.933509,13.92921309
843,Makombe,10581.16383,0,0,0,0,0,0,0,0,0,4738.308191,0,15319.47202,195.4091797,1679.236181,3696.647496,8392.405192,21.37505415
844,Makombe,6083.030859,0,0,0,0,0,0,0,0,0,3250.30415,0,9333.335009,206.874053,717.5238239,3468.882354,7561.356479,21.63738055
845,Makombe,2316.578265,0,0,0,0,0,0,0,0,0,1484.786231,0,3801.364496,145.3974609,27.34685513,3500.439819,6776.116787,23.33396784
860,Ebo,0,0,0,0,0,0,580.9151393,0,0,0,0,0,580.9151393,107.4801136,143.6938489,962.6700315,4404.307768,9.597990756
861,Ebo,0,0,0,0,0,0,1433.176881,0,0,0,0,0,1433.176881,126.265625,122.6901754,1518.674862,3837.29689,14.66760119
862,Ebo,0,0,0,0,0,0,3893.546812,0,0,0,0,0,3893.546812,135.4488636,291.5269357,2229.087027,3471.565631,18.86821238
863,Ebo,0,0,0,0,0,0,1589.525259,0,0,0,0,0,1589.525259,234.2919922,541.0454078,2404.165488,3373.231157,32.03812249
865,Ebo,0,0,0,0,623.6849663,0,0,0,0,0,0,0,623.6849663,311.8271484,1042.181741,3133.265501,4004.064117,24.55658855
866,Ebo,0,0,0,0,2513.972326,0,0,0,0,0,0,0,2513.972326,328.8683712,606.8103193,3224.922341,4621.628496,29.54882192
867,Ebo,0,0,0,0,248.1274181,0,0,0,0,0,0,0,248.1274181,275.9013672,259.4628329,2442.63178,5355.965876,30.4190012
868,Ebo,0,0,0,0,1592.81016,0,0,0,0,0,0,0,1592.81016,190.1420455,4.06731194,1879.568014,5653.361513,28.46755859
869,Ebo,0,0,0,0,556.3630123,0,0,0,0,0,0,0,556.3630123,136.6357422,109.0174022,1760.426603,5976.734826,21.64771062
987,Makombe,0,0,0,0,0,0,0,0,0,0,2899.714298,0,2899.714298,282.9292929,1007.208668,4197.998673,6785.474387,27.2541077
988,Makombe,184.2857265,0,0,0,0,0,0,0,0,0,2870.566264,0,3054.85199,265.4507576,873.7179876,5172.622704,7773.339325,29.31918571
989,Makombe,298.9119302,0,0,0,0,0,0,0,0,0,3284.627214,0,3583.539144,168.4986226,451.8587128,5804.796756,8763.957203,19.08921529
990,Makombe,0,0,0,0,0,0,0,0,0,0,3060.337052,0,3060.337052,159.7869318,5.183316014,4929.787935,9756.489505,16.47043078
991,Makombe,2220.8247,0,0,0,0,0,0,0,0,0,4591.291716,0,6812.116416,183.8087121,984.2995102,4095.660094,9751.57133,19.31282849
992,Makombe,1367.473059,0,0,0,0,0,0,0,0,0,5142.039639,0,6509.512698,217.4049587,1973.273631,3353.5137,8822.402751,16.42783357
993,Makombe,4132.389118,0,0,0,0,0,0,0,0,0,3290.081108,0,7422.470226,178.7225379,1246.940246,2778.070673,7910.526986,22.05235061
994,Makombe,3935.079058,0,0,0,0,0,0,0,0,0,1644.374272,0,5579.453329,145.5215794,408.4775153,2475.848685,7022.68354,19.8892725
1012,Ebo,0,0,0,0,0,0,33.66311124,0,0,0,0,0,33.66311124,316.3296602,1291.484375,2923.862545,4448.629521,30.87938715
1013,Ebo,0,0,0,0,0,0,695.7321929,0,0,0,0,0,695.7321929,537.8693182,1539.290994,3404.160164,4372.324911,42.91283986
1016,Ebo,0,0,0,0,1678.069141,0,0,0,0,0,0,0,1678.069141,396.2497704,332.2926587,3856.829313,5394.254967,33.38252708
1018,Ebo,0,0,0,0,1467.370023,0,0,0,0,0,0,0,1467.370023,288.8172635,531.9516714,2829.802848,6627.591365,33.49349864
1019,Ebo,0,0,0,0,1369.968986,0,0,0,0,0,0,0,1369.968986,182.000947,5.858570849,2752.110111,6905.492747,27.81400124
1020,Ebo,0,102.1020798,0,0,0,0,0,0,0,0,0,0,102.1020798,400.4224059,410.7601209,3023.315393,7310.724511,31.04005726
1021,Ebo,0,941.4588677,0,0,0,0,0,0,0,0,0,0,941.4588677,394.0265152,890.2071446,3564.654524,7823.525782,28.68317577
1137,Makombe,1012.923042,0,0,0,0,0,0,0,0,0,1993.374062,0,3006.297104,263.3276515,284.8523494,3990.380278,6692.293737,21.98356295
1138,Makombe,2274.718865,0,0,0,0,0,0,0,0,0,3446.078483,0,5720.797348,210.8164063,110.8728956,4981.157967,7692.134753,18.36268532
1139,Makombe,4257.300829,0,0,0,0,0,0,0,0,0,1348.482958,0,5605.783787,198.1041667,394.5037649,5295.163586,8692.012348,19.34236884
1140,Makombe,0,0,0,0,0,0,0,0,0,0,1258.209611,0,1258.209611,171.21875,8.118750903,4418.967995,9691.915201,10.63846714
1141,Makombe,0,0,0,0,0,0,0,0,0,0,1426.727235,0,1426.727235,189.6787109,967.1213042,3581.466956,9446.53988,16.46493463
1142,Makombe,1621.161356,0,0,0,0,0,0,0,0,0,2735.042198,0,4356.203555,184,1617.600026,2701.578814,8484.029856,21.98156539
1143,Makombe,2794.245528,0,0,0,0,0,0,0,0,0,1161.749522,0,3955.99505,150.3505859,650.6437266,1941.687568,7531.29534,17.1283576
1144,Makombe,1150.669552,0,0,0,0,0,0,0,0,0,0,0,1150.669552,121.4479167,35.16436823,1492.149,6592.575855,17.0799615
1168,Ebo,0,0,0,0,1559.71989,0,0,0,0,0,0,0,1559.71989,243.2897727,105.1731253,3805.626413,7449.185483,16.80434831
1169,Ebo,0,0,0,0,1339.704941,0,0,0,0,0,0,0,1339.704941,248.9541016,446.7332329,3748.215349,7851.770564,21.82286868
1170,Ebo,0,1575.830381,0,0,0,0,0,0,0,0,0,0,1575.830381,441.8873106,540.1190888,3951.638168,8210.430182,35.88942307
1171,Ebo,0,1452.518296,0,0,0,0,0,0,0,0,0,0,1452.518296,557.6298828,891.7120367,4379.699774,8670.180307,38.72114571
1284,Makombe,0,0,0,0,0,0,0,0,0,0,1264.534158,0,1264.534158,231.2632576,315.9918819,1024.055234,3792.690794,15.95589848
1285,Makombe,0,0,0,0,0,0,0,0,0,0,3017.837277,0,3017.837277,288.5206612,326.2424096,1984.310723,4771.440564,28.59272757
1286,Makombe,125.7051933,0,0,0,0,0,0,0,0,0,2383.981809,0,2509.687002,281.8342803,352.1652962,2970.907095,5757.498298,16.88275757
1287,Makombe,637.5485134,0,0,0,0,0,0,0,0,0,1517.137108,0,2154.685621,234.3168044,498.4099118,3964.22614,6747.660947,17.71366424
1288,Makombe,1983.496775,0,0,0,0,0,0,0,0,0,5559.18203,0,7542.678805,253.1278409,742.1262486,4960.230722,7740.353342,18.70076121
1289,Makombe,4064.551103,0,0,0,0,0,0,0,0,0,1319.783705,0,5384.334808,199.6170799,436.5330557,4937.798035,8734.713015,15.69783107
1290,Makombe,0,0,0,0,0,0,0,0,0,0,3343.649991,0,3343.649991,170.7679924,452.7141514,3983.763318,9730.228829,13.51944353
1291,Makombe,631.597123,0,0,0,0,0,0,0,0,0,3046.067024,0,3677.664147,185.4630682,1191.243055,3059.230444,9240.188743,11.86522681
1292,Makombe,2455.675953,0,0,0,0,0,0,0,0,0,2567.815614,0,5023.491567,154.1772268,796.3686581,2201.68382,8253.649793,14.59383347
1293,Makombe,0,0,0,0,0,0,0,0,0,0,1344.58003,0,1344.58003,118.0028409,348.8727696,1350.046134,7270.789627,16.71329891
1310,Ebo,0,0,0,0,0,0,0,3643.678917,0,0,0,0,3643.678917,186.3241506,77.08600484,3903.176776,6882.579209,16.92380262
1311,Ebo,0,0,0,0,0,0,0,351.1979543,0,0,0,1509.550175,1860.748129,341.2026515,468.093175,4122.372139,6628.759876,32.20023887
1312,Ebo,0,0,0,0,0,0,0,0,0,0,0,1453.083283,1453.083283,337.3250689,366.1474615,4555.558709,6423.969022,25.57317327
1313,Ebo,0,0,0,0,0,0,0,0,0,0,0,565.7355831,565.7355831,549.5909091,1032.216059,5123.356352,6371.365514,44.07480885
1318,Ebo,0,0,0,0,1319.202015,0,0,0,0,0,0,1556.097864,2875.299879,319.5078053,120.4272205,4791.429916,8199.323207,22.86049356
1319,Ebo,0,0,0,0,1275.002959,0,0,0,0,0,0,151.256002,1426.258961,322.78125,685.4656767,4745.95897,8809.924625,23.45916848
1320,Ebo,0,5647.674465,0,0,0,0,0,0,0,0,0,0,5647.674465,351.2130395,46.7585558,4908.202568,9131.025938,26.7971665
1321,Ebo,0,320.8389791,0,0,0,0,0,0,0,0,0,0,320.8389791,632.96875,1003.76536,5258.971226,9546.543745,44.78502212
1434,Makombe,0,0,0,0,0,0,0,0,0,0,804.3560185,0,804.3560185,281.6015625,236.9433815,1570.463869,4138.675665,30.16817652
1435,Makombe,0,0,0,0,0,0,0,0,0,0,2576.078667,0,2576.078667,294.8371212,429.491211,2389.94339,5050.819523,23.57389621
1436,Makombe,1257.937558,0,0,0,0,0,0,0,0,0,2763.07633,0,4021.013888,234.1669922,1275.935535,3258.564576,5991.069976,18.00001118
1437,Makombe,1932.653825,0,0,0,0,0,0,0,0,0,4497.346996,0,6430.000822,210.1856061,635.842913,4184.14185,6948.025695,12.40781185
1438,Makombe,3917.960079,0,0,0,0,0,0,0,0,0,8537.726842,0,12455.68692,209.4794922,34.88351598,5137.688482,7915.630275,19.03488653
1439,Makombe,8314.028572,0,0,0,0,0,0,0,0,0,3719.05937,0,12033.08794,200.7026515,302.8905241,4767.068436,8890.407429,15.27721327
1440,Makombe,3951.823984,0,0,0,0,0,0,0,0,0,3096.160193,0,7047.984177,183.625,977.4974652,3770.074562,9870.23231,20.6840031
1441,Makombe,4356.314771,0,0,0,0,0,0,0,0,0,3487.67708,0,7843.991852,171.8076172,330.8142109,2775.244663,9139.204577,22.52564419
1442,Makombe,3532.64713,0,0,0,0,0,0,0,0,0,1046.593535,0,4579.240665,135.8494318,126.7785303,1786.198107,8140.436549,17.53176814
1443,Makombe,1198.833325,0,0,0,0,0,0,0,0,0,0,0,1198.833325,113.1015625,52.88207325,824.0293754,7142.013309,12.28943169
1460,Ebo,0,0,0,0,0,0,0,1261.896765,0,0,0,0,1261.896765,283.124053,686.0247717,4899.402079,7395.938905,27.40951139
1461,Ebo,0,0,0,0,0,0,0,1224.065046,0,0,0,1141.126282,2365.191328,303.8222656,524.8050936,5075.756479,7594.6688,19.36358975
1462,Ebo,0,0,0,0,0,0,0,0,0,0,0,3526.642636,3526.642636,264.7395833,244.4965512,5433.458101,7416.597245,14.07958121
1463,Ebo,0,0,0,0,0,0,0,0,0,0,0,1498.86748,1498.86748,347.078125,251.1696405,5939.834177,7371.081006,23.26842832
1466,Ebo,0,0,0,0,0,0,0,0,0,0,0,2543.738522,2543.738522,683.0625,371.1958576,6348.24047,8019.575844,45.95841241
1467,Ebo,0,0,1940.901213,0,0,0,0,0,0,0,0,3177.06804,5117.969252,661.6240234,668.7154784,5988.863245,8464.072142,48.66228925
1468,Ebo,0,610.9495184,2695.097654,0,1355.190239,0,0,0,0,0,0,303.0882124,4964.325624,514.6003788,314.1644928,5782.111109,8998.190803,31.41285055
1469,Ebo,0,1274.203681,0,0,1164.539932,0,0,0,0,0,0,1373.349102,3812.092715,425.4804688,1182.802864,5744.487338,9606.995277,28.06184319
1470,Ebo,0,7011.802723,0,0,0,0,0,0,0,0,0,0,7011.802723,324.7964015,204.1060441,5879.239805,10066.78229,16.00518597
1471,Ebo,0,1302.88031,0,0,0,0,0,0,0,0,0,0,1302.88031,536.3505859,678.0844498,6175.094055,10445.1409,40.41332716
1472,Ebo,0,1509.563586,0,0,0,0,0,0,0,0,0,0,1509.563586,536.3342803,352.8174039,6610.454787,10902.37732,30.44891293
1586,Makombe,591.2937244,0,0,0,0,0,0,0,0,0,0,0,591.2937244,218.5160985,961.584201,3781.213154,6374.719779,18.36718322
1587,Makombe,1642.775276,0,0,0,0,0,0,0,0,0,1167.931447,0,2810.706723,203.8888889,769.7016999,4615.083655,7281.428009,18.689168
1588,Makombe,1959.095696,0,0,0,0,0,0,0,0,0,2935.20107,0,4894.296766,181.2954545,326.0154842,5494.342278,8209.831634,12.9390595
1589,Makombe,6170.838098,0,0,0,0,0,0,0,0,0,1150.940639,0,7321.778738,182.6538108,204.0162609,4802.919269,9153.331473,17.39967871
1590,Makombe,2039.612188,0,0,0,0,0,0,0,0,0,106.0887135,0,2145.700902,171.2073864,221.8818069,3815.305261,9580.202356,22.25371349
